Student_ID,Q1_Matric_Subject,Q2_Intermediate_Program,Q3_Grade_Bucket,Q4_Math_Aptitude,Q5_Verbal_Skills,Q6_Creative_Interest,Q7_Tech_Orientation,Q8_Study_Duration,Q9_Work_Environment,Q10_Career_Track
891,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),2,3,3,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
892,Science with Biology,I.Com (Commerce),Above 80% (A-1 Grade),3,4,3,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
893,Arts / Humanities,FA / Humanities,60% – 70% (B Grade),1,5,5,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
894,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),2,3,2,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
895,Arts / Humanities,I.Com (Commerce),70% – 80% (A Grade),1,4,2,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
896,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,5,2,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
897,Science with Computer Science,FSc Pre-Engineering,70% – 80% (A Grade),5,2,2,5,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
898,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),3,5,2,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
899,Arts / Humanities,FA / Humanities,60% – 70% (B Grade),2,5,4,1,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
900,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),3,5,1,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
901,Science with Computer Science,FSc Pre-Engineering,Above 80% (A-1 Grade),5,3,3,5,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
902,Science with Biology,FA / Humanities,70% – 80% (A Grade),2,5,3,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
903,Science with Computer Science,FSc Pre-Engineering,70% – 80% (A Grade),3,2,3,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Engineering & Architecture
904,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,4,3,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
905,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),4,4,2,4,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
906,Arts / Humanities,FA / Humanities,60% – 70% (B Grade),2,5,5,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
907,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),2,3,2,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
908,Science with Computer Science,FA / Humanities,70% – 80% (A Grade),2,5,3,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
909,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),5,4,3,4,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
910,Arts / Humanities,FA / Humanities,60% – 70% (B Grade),2,5,4,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
911,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),3,3,4,4,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
912,Science with Computer Science,FA / Humanities,70% – 80% (A Grade),1,4,2,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
913,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),1,4,4,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
914,Arts / Humanities,FA / Humanities,Below 60% (C Grade or lower),1,4,5,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
915,Science with Computer Science,FA / Humanities,70% – 80% (A Grade),3,5,1,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
916,Science with Biology,FSc Pre-Engineering,Above 80% (A-1 Grade),5,2,2,4,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
917,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),3,4,1,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
918,Science with Biology,FSc Pre-Engineering,70% – 80% (A Grade),5,1,3,5,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
919,Science with Computer Science,FA / Humanities,70% – 80% (A Grade),3,5,3,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
920,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,3,2,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
921,Science with Biology,FSc Pre-Engineering,Above 80% (A-1 Grade),2,4,3,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
922,Science with Computer Science,FSc Pre-Engineering,Above 80% (A-1 Grade),5,3,1,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
923,Science with Biology,ICS (Intermediate in Computer Science),60% – 70% (B Grade),5,2,3,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
924,Science with Biology,I.Com (Commerce),70% – 80% (A Grade),3,3,2,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
925,Science with Biology,I.Com (Commerce),Above 80% (A-1 Grade),3,5,2,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
926,Arts / Humanities,FSc Pre-Engineering,70% – 80% (A Grade),3,4,4,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
927,Science with Biology,FSc Pre-Medical,70% – 80% (A Grade),5,4,3,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
928,Arts / Humanities,ICS (Intermediate in Computer Science),70% – 80% (A Grade),1,4,5,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
929,Science with Biology,I.Com (Commerce),70% – 80% (A Grade),1,5,3,2,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
930,Arts / Humanities,ICS (Intermediate in Computer Science),70% – 80% (A Grade),3,2,2,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
931,Science with Biology,ICS (Intermediate in Computer Science),70% – 80% (A Grade),2,5,4,2,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
932,Science with Biology,I.Com (Commerce),70% – 80% (A Grade),4,4,3,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
933,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),3,4,2,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
934,Arts / Humanities,FA / Humanities,60% – 70% (B Grade),2,4,3,1,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
935,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),1,5,3,3,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
936,Science with Computer Science,FSc Pre-Engineering,Above 80% (A-1 Grade),5,4,3,2,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
937,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),4,4,3,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
938,Science with Computer Science,ICS (Intermediate in Computer Science),Below 60% (C Grade or lower),2,2,3,4,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
939,Science with Computer Science,FSc Pre-Engineering,70% – 80% (A Grade),5,3,3,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
940,Science with Biology,FSc Pre-Engineering,70% – 80% (A Grade),5,2,3,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Engineering & Architecture
941,Science with Computer Science,FA / Humanities,60% – 70% (B Grade),2,3,2,5,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
942,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,4,2,3,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
943,Science with Biology,FSc Pre-Engineering,70% – 80% (A Grade),5,3,3,4,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
944,Science with Computer Science,I.Com (Commerce),60% – 70% (B Grade),3,3,3,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
945,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),3,5,1,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
946,Science with Biology,FSc Pre-Medical,70% – 80% (A Grade),4,4,1,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
947,Arts / Humanities,FSc Pre-Medical,60% – 70% (B Grade),2,5,3,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
948,Science with Biology,FA / Humanities,60% – 70% (B Grade),1,5,4,3,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
949,Arts / Humanities,FA / Humanities,60% – 70% (B Grade),3,5,5,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
950,Science with Computer Science,FSc Pre-Engineering,70% – 80% (A Grade),2,3,3,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
951,Science with Computer Science,FSc Pre-Engineering,70% – 80% (A Grade),3,5,3,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
952,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),2,4,4,1,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
953,Science with Biology,FA / Humanities,70% – 80% (A Grade),3,2,4,4,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
954,Arts / Humanities,FA / Humanities,Above 80% (A-1 Grade),1,5,4,1,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
